indirme_zamani_utc,kayit_satiri,ayri_sunucu_adi,aktif_sunucu,deposuz_sunucu,sadece_uzak_sunucu,ne_paket_ne_uc,kisa_aciklama,tek_surumlu_sunucu
2026-09-16T04:08:56Z,105038,32318,31972,7439,18183,425,286,20244
